"time_ms","x","y","z","qw","qx","qy","qz","abdomen_z","abdomen_y","abdomen_x","hip_x_right","hip_z_right","hip_y_right","knee_right","ankle_y_right","ankle_x_right","hip_x_left","hip_z_left","hip_y_left","knee_left","ankle_y_left","ankle_x_left","shoulder1_right","shoulder2_right","elbow_right","shoulder1_left","shoulder2_left","elbow_left"
0,0.140052383,0.918464966,0.107362968,-0.985669,0.005684,-0.168377,0.008625,-0.0248774896882231,0.306928490181928,-0.0376476027703017,0.079392458096797,0.0166855937497316,0.297043296023313,0.258651404789907,-0.0825381004149674,0.0454432227905456,-0.10322045904924,-0.0352517009148139,0.291266702737212,0.239042842491054,0.0281385908626308,0.0239136274330382,-0.0943411620823684,-0.323783594210342,0.775559449526639,-0.216206761697086,0.328650798583539,-1.36426329560658
8.333,0.140069122,0.918466675,0.107353981,-0.985666,0.00568,-0.168392,0.008619,-0.0248404167108887,0.306973904734166,-0.0376243405892947,0.0793728699141946,0.016672190001148,0.29708453738105,0.258648117172268,-0.0825425409829643,0.0454275897498558,-0.103243750168965,-0.0352889044973597,0.291329513810188,0.239053961356196,0.028275812164924,0.0239735088781438,-0.0943217466912209,-0.323679103685398,0.775698501670385,-0.216102358094733,0.328612393803568,-1.36432909738892
16.667,0.140086151,0.918464355,0.107344925,-0.985665,0.005669,-0.168399,0.008617,-0.0248348116502389,0.306974156577249,-0.0376012042101909,0.0793469632860387,0.0166591190444842,0.297107421118571,0.258648993447337,-0.0825684154775041,0.0454287269269996,-0.103232188668267,-0.0353024192484968,0.291274242645603,0.239043911612231,0.0282162946657869,0.0239959700108365,-0.0943700252310632,-0.323393751582702,0.776326343570559,-0.215959890383051,0.328584547905996,-1.36439108638549
25,0.140106995,0.918474121,0.107336227,-0.985663,0.005657,-0.168413,0.008613,-0.0248244472052958,0.306982912580103,-0.037559255005119,0.079319463323221,0.0166453609989396,0.297168732466114,0.258671260428734,-0.0825497512037591,0.045440479391599,-0.103264036999782,-0.0353335040518737,0.291312800647271,0.239020832404378,0.0282674355034782,0.0240691131544832,-0.0943768349373574,-0.323310315331555,0.776610672305249,-0.215850646047671,0.328548712511454,-1.3644410243491
33.333,0.140118713,0.918472107,0.10732872,-0.985661,0.005648,-0.168425,0.008611,-0.0248118686900588,0.306971088887116,-0.0375449776062966,0.0792853536177683,0.0166452062207915,0.297191084783747,0.258698200569108,-0.0825923561310085,0.0454279924209415,-0.103239976488136,-0.0353387589896183,0.291288700933122,0.238981610766051,0.028192905747467,0.0240219281100641,-0.0942623099432582,-0.323247112662336,0.776701950631776,-0.215772419384592,0.328664669280829,-1.36434398530749
41.667,0.140137177,0.918480164,0.107316879,-0.985656,0.005637,-0.168452,0.008609,-0.0248188665877905,0.307005447370802,-0.0375202584155297,0.0792645379013325,0.0166376839593249,0.297231783058251,0.258710084695047,-0.0826225310692093,0.0454175074827447,-0.103275648289669,-0.0353920374755609,0.291427491996385,0.238937104630094,0.0283022737104085,0.0240981434370059,-0.0942909571664501,-0.323209203536183,0.776856481607835,-0.215579192090356,0.328577764340655,-1.36436517625876
50,0.140152756,0.91847467,0.107306931,-0.985655,0.005627,-0.168459,0.00861,-0.0248085370793679,0.307002066796377,-0.037480155129871,0.0792230151436543,0.0166269745010475,0.297270773743671,0.258726206052703,-0.082623872878598,0.0454319590091359,-0.103234537466522,-0.0353801033623877,0.291393931744244,0.23892455983341,0.0281992686806268,0.0240213869106353,-0.0942870356614579,-0.323258804095173,0.776831565691123,-0.21548178588456,0.328574880221055,-1.36434514489115
58.333,0.1401633,0.918477417,0.107294006,-0.985654,0.005593,-0.168467,0.008607,-0.0247835708896294,0.307001105839875,-0.0374236508796952,0.0791662181294661,0.016625028793452,0.297283076137323,0.258775471976822,-0.0826845517551443,0.0454198769343225,-0.103190954447858,-0.0353671514623449,0.291348318338163,0.238838663861492,0.0279680253563141,0.0239160594828566,-0.094196878867784,-0.323206554487954,0.777094316559945,-0.215390728071735,0.328410617396424,-1.36433189395614
66.667,0.140174454,0.918486206,0.107283913,-0.985653,0.005587,-0.16847,0.008609,-0.0247860977933839,0.306986925304937,-0.0374157251202521,0.0791456694233865,0.0166250857147283,0.297260849210842,0.25876462619651,-0.0827607502049284,0.0454148125061933,-0.103211618540529,-0.0353920172687864,0.291377476848247,0.238786273404925,0.0279636961455096,0.0238718381893259,-0.094144747819782,-0.323135756659599,0.777129450693471,-0.215255857351935,0.328414044492053,-1.36426149276042
75,0.140188919,0.918493835,0.107271919,-0.985653,0.005584,-0.168472,0.00861,-0.0247727401114447,0.306983130525123,-0.0373953658324082,0.0791179853000897,0.0166123208842359,0.297297896824052,0.258761364179312,-0.0827373341651214,0.0454465465421369,-0.103227840084059,-0.035396902709315,0.291348833289567,0.238791827390608,0.0278594939523663,0.0240110357357136,-0.0940793883040715,-0.323215719681124,0.776887252387142,-0.215109785982347,0.328258813155306,-1.36438035919404
83.333,0.140203339,0.918496704,0.107260658,-0.985651,0.005581,-0.168481,0.008608,-0.024735595697951,0.30699223447955,-0.0373634415202146,0.0790938282243411,0.0165960412820297,0.297335093056649,0.258752001357738,-0.0827203898301225,0.0454608048517055,-0.103281726006578,-0.035453882004514,0.291468767528125,0.238809766970005,0.0280513416487823,0.0241059929968869,-0.0939862289661208,-0.323184158484799,0.776907657141016,-0.215059045532213,0.328166954878383,-1.36450391541176
91.667,0.140216064,0.918499756,0.107246841,-0.985648,0.005574,-0.168502,0.008612,-0.0247493186708361,0.307049157137239,-0.0373138064380513,0.0790765803450402,0.0165836434220345,0.297392246240906,0.258755646135732,-0.0826788977841221,0.0454863283471066,-0.103316862092353,-0.035488794072566,0.291531655111777,0.238816941580577,0.0282166018080472,0.0241695621656495,-0.0941622278658109,-0.322732094633138,0.777838434194267,-0.214990836908774,0.327869826143169,-1.36488347093885
100,0.140232925,0.918505249,0.10722541,-0.985649,0.005553,-0.168494,0.008621,-0.0247718606604527,0.307076106174166,-0.0372205579001042,0.0790135889394285,0.0165682281155013,0.297395007864577,0.258771902112052,-0.0827402873817897,0.045469219233931,-0.103350724377963,-0.035514963064605,0.291436926531114,0.238809345441812,0.0282096903515335,0.0242292403347926,-0.0941929079645327,-0.323045268302781,0.77790684872435,-0.214888925886473,0.327288569657857,-1.365616519229
108.333,0.140243317,0.918506958,0.107203987,-0.98565,0.005554,-0.168491,0.008625,-0.0247731128820086,0.307104820715181,-0.0371726033303827,0.0789360182047466,0.0165615539385227,0.297417774167206,0.258806165214393,-0.082723000477201,0.0455195005792378,-0.103414333671933,-0.0355391271905958,0.291410728920719,0.238824371085371,0.0281991357417742,0.0243292039470914,-0.0942426376040293,-0.323352719333033,0.777336364859355,-0.21479662889367,0.326978430795984,-1.36613986895975
116.667,0.140254898,0.918513062,0.107188339,-0.985649,0.005561,-0.168496,0.008629,-0.0247892501873894,0.307146787993838,-0.037179776833178,0.0788737546869476,0.0165380011762134,0.297416712119664,0.258835092067715,-0.0827316116630473,0.0455692131286628,-0.103498509352948,-0.0355993586701758,0.291507951923052,0.238858135070641,0.0284105806316354,0.0244223541527515,-0.0942871786103995,-0.323399427473859,0.776987751435004,-0.21471393163172,0.326692760993793,-1.36648292162949
125,0.140267242,0.918506714,0.1071744,-0.98565,0.005559,-0.168489,0.008637,-0.0247935932909843,0.307148875774443,-0.0371683386908425,0.0788319407294408,0.0165281069228891,0.297427303402203,0.25883003937251,-0.0827216337275456,0.0455575516794336,-0.103474320754053,-0.0356011812720064,0.291421094752591,0.238816911752122,0.0283288235551366,0.0242853712784804,-0.0941981275174291,-0.323419759434135,0.776822852058047,-0.214668303312018,0.326628192359371,-1.36664231142971
